P,N,E,N,N
4496,2195758.901,6521734.986,0,Standard Array Pier_Edge Damper
4497,2195758.378,6521715.455,0,Standard Array Pier_Edge Damper
4498,2195755.237,6521598.271,0,Standard Array Pier_Edge Damper
4499,2197264.977,6521598.271,0,Standard Array Pier_Edge Damper
4500,2195754.714,6521578.741,0,Standard Array Pier_Edge Damper
4501,2195756.284,6521637.333,0,Standard Array Pier_Edge Damper
4502,2195755.761,6521617.802,0,Standard Array Pier_Edge Damper
4503,2197265.5,6521617.802,0,Standard Array Pier_Edge Damper
4504,2197261.313,6521461.557,0,Standard Array Pier_Edge Damper
4505,2197257.126,6521305.312,0,Standard Array Pier_Edge Damper
4506,2195746.864,6521285.781,0,Standard Array Pier_Edge Damper
4507,2197256.603,6521285.781,0,Standard Array Pier_Edge Damper
4508,2195747.91,6521324.842,0,Standard Array Pier_Edge Damper
4509,2197257.649,6521324.842,0,Standard Array Pier_Edge Damper
4510,2195747.387,6521305.312,0,Standard Array Pier_Edge Damper
4511,2197255.556,6521246.72,0,Standard Array Pier_Edge Damper
4512,2195745.293,6521227.189,0,Standard Array Pier_Edge Damper
4513,2197255.033,6521227.189,0,Standard Array Pier_Edge Damper
4514,2195746.34,6521266.25,0,Standard Array Pier_Edge Damper
4515,2197256.079,6521266.25,0,Standard Array Pier_Edge Damper
4516,2195745.817,6521246.72,0,Standard Array Pier_Edge Damper
4517,2197260.266,6521422.495,0,Standard Array Pier_Edge Damper
4518,2195750.004,6521402.965,0,Standard Array Pier_Edge Damper
4519,2197259.743,6521402.965,0,Standard Array Pier_Edge Damper
4520,2195751.05,6521442.026,0,Standard Array Pier_Edge Damper
4521,2197260.79,6521442.026,0,Standard Array Pier_Edge Damper
4522,2195750.527,6521422.495,0,Standard Array Pier_Edge Damper
4523,2197258.696,6521363.904,0,Standard Array Pier_Edge Damper
4524,2195748.434,6521344.373,0,Standard Array Pier_Edge Damper
4525,2197258.173,6521344.373,0,Standard Array Pier_Edge Damper
4526,2195749.48,6521383.434,0,Standard Array Pier_Edge Damper
4527,2197259.219,6521383.434,0,Standard Array Pier_Edge Damper
4528,2195748.957,6521363.904,0,Standard Array Pier_Edge Damper
4529,2195907.949,6521363.904,0,Standard Motor Pier
4530,2197066.479,6521383.434,0,Standard Motor Pier
4531,2195908.472,6521383.434,0,Standard Motor Pier
4532,2197065.433,6521344.373,0,Standard Motor Pier
4533,2195907.425,6521344.373,0,Standard Motor Pier
4534,2197065.956,6521363.904,0,Standard Motor Pier
4535,2195909.519,6521422.495,0,Standard Motor Pier
4536,2197068.05,6521442.026,0,Standard Motor Pier
4537,2195910.042,6521442.026,0,Standard Motor Pier
4538,2197067.003,6521402.965,0,Standard Motor Pier
4539,2195908.995,6521402.965,0,Standard Motor Pier
4540,2197067.526,6521422.495,0,Standard Motor Pier
4541,2195904.808,6521246.72,0,Standard Motor Pier
4542,2197063.339,6521266.25,0,Standard Motor Pier
4543,2195905.332,6521266.25,0,Standard Motor Pier
4544,2197062.293,6521227.189,0,Standard Motor Pier
4545,2195904.285,6521227.189,0,Standard Motor Pier
4546,2197062.816,6521246.72,0,Standard Motor Pier
4547,2195906.379,6521305.312,0,Standard Motor Pier
4548,2197064.909,6521324.842,0,Standard Motor Pier
4549,2195906.902,6521324.842,0,Standard Motor Pier
4550,2197063.863,6521285.781,0,Standard Motor Pier
4551,2195905.855,6521285.781,0,Standard Motor Pier
4552,2197064.386,6521305.312,0,Standard Motor Pier
4553,2197068.573,6521461.557,0,Standard Motor Pier
4554,2197072.76,6521617.802,0,Standard Motor Pier
4555,2195914.752,6521617.802,0,Standard Motor Pier
4556,2195915.276,6521637.333,0,Standard Motor Pier
4557,2195913.706,6521578.741,0,Standard Motor Pier
4558,2197072.236,6521598.271,0,Standard Motor Pier
4559,2195914.229,6521598.271,0,Standard Motor Pier
4560,2195917.369,6521715.455,0,Standard Motor Pier
4561,2195917.893,6521734.986,0,Standard Motor Pier
4562,2195918.416,6521754.516,0,Standard Motor Pier
4563,2195915.799,6521656.863,0,Standard Motor Pier
4564,2195916.323,6521676.394,0,Standard Motor Pier
4565,2195916.846,6521695.925,0,Standard Motor Pier
4566,2197069.62,6521500.618,0,Standard Motor Pier
4567,2195911.612,6521500.618,0,Standard Motor Pier
4568,2197070.143,6521520.149,0,Standard Motor Pier
4569,2195910.565,6521461.557,0,Standard Motor Pier
4570,2197069.096,6521481.087,0,Standard Motor Pier
4571,2195911.089,6521481.087,0,Standard Motor Pier
4572,2197071.19,6521559.21,0,Standard Motor Pier
4573,2195913.182,6521559.21,0,Standard Motor Pier
4574,2197071.713,6521578.741,0,Standard Motor Pier
4575,2195912.136,6521520.149,0,Standard Motor Pier
4576,2197070.666,6521539.679,0,Standard Motor Pier
4577,2195912.659,6521539.679,0,Standard Motor Pier
4578,2196287.805,6521520.149,0,Standard Motor Pier
4579,2196288.328,6521539.679,0,Standard Motor Pier
4580,2196288.851,6521559.21,0,Standard Motor Pier
4581,2196286.235,6521461.557,0,Standard Motor Pier
4582,2196286.758,6521481.087,0,Standard Motor Pier
4583,2196287.281,6521500.618,0,Standard Motor Pier
4584,2196290.945,6521637.333,0,Standard Motor Pier
4585,2196291.468,6521656.863,0,Standard Motor Pier
4586,2196291.992,6521676.394,0,Standard Motor Pier
4587,2196289.375,6521578.741,0,Standard Motor Pier
4588,2196289.898,6521598.271,0,Standard Motor Pier
4589,2196290.422,6521617.802,0,Standard Motor Pier
4590,2196281.524,6521285.781,0,Standard Motor Pier
4591,2196282.048,6521305.312,0,Standard Motor Pier
4592,2196282.571,6521324.842,0,Standard Motor Pier
4593,2196279.954,6521227.189,0,Standard Motor Pier
4594,2196280.478,6521246.72,0,Standard Motor Pier
4595,2196281.001,6521266.25,0,Standard Motor Pier
4596,2196284.665,6521402.965,0,Standard Motor Pier
4597,2196285.188,6521422.495,0,Standard Motor Pier
4598,2196285.711,6521442.026,0,Standard Motor Pier
4599,2196283.094,6521344.373,0,Standard Motor Pier
4600,2196283.618,6521363.904,0,Standard Motor Pier
4601,2196284.141,6521383.434,0,Standard Motor Pier
4602,2196292.515,6521695.925,0,Standard Motor Pier
4603,2196692.904,6521461.557,0,Standard Motor Pier
4604,2196693.427,6521481.087,0,Standard Motor Pier
4605,2196693.951,6521500.618,0,Standard Motor Pier
4606,2196691.334,6521402.965,0,Standard Motor Pier
4607,2196691.857,6521422.495,0,Standard Motor Pier
4608,2196692.38,6521442.026,0,Standard Motor Pier
4609,2196696.044,6521578.741,0,Standard Motor Pier
4610,2196696.567,6521598.271,0,Standard Motor Pier
4611,2196697.091,6521617.802,0,Standard Motor Pier
4612,2196694.474,6521520.149,0,Standard Motor Pier
4613,2196694.997,6521539.679,0,Standard Motor Pier
4614,2196695.521,6521559.21,0,Standard Motor Pier
4615,2196686.623,6521227.189,0,Standard Motor Pier
4616,2196687.147,6521246.72,0,Standard Motor Pier
4617,2196687.67,6521266.25,0,Standard Motor Pier
4618,2196293.038,6521715.455,0,Standard Motor Pier
4619,2196293.562,6521734.986,0,Standard Motor Pier
4620,2196294.085,6521754.516,0,Standard Motor Pier
4621,2196689.764,6521344.373,0,Standard Motor Pier
4622,2196690.287,6521363.904,0,Standard Motor Pier
4623,2196690.81,6521383.434,0,Standard Motor Pier
4624,2196688.193,6521285.781,0,Standard Motor Pier
4625,2196688.717,6521305.312,0,Standard Motor Pier
4626,2196689.24,6521324.842,0,Standard Motor Pier
